Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
1/1/2007;1:37:00;2.462;0;240.89;10.2;0;0;0
1/1/2007;1:38:00;2.51;0.052;240.01;10.4;0;0;0
1/1/2007;1:39:00;2.546;0.12;239.63;10.6;0;0;0
1/1/2007;1:40:00;2.548;0.122;240;10.6;0;0;0
1/1/2007;1:41:00;2.548;0.122;240.04;10.6;0;0;0
1/1/2007;1:42:00;2.552;0.122;240.36;10.6;0;0;0
1/1/2007;1:43:00;2.544;0.12;239.96;10.6;0;0;0
1/1/2007;1:44:00;2.538;0.12;239.83;10.6;0;0;0
1/1/2007;1:45:00;2.548;0.122;240.42;10.6;0;0;0
1/1/2007;1:46:00;2.554;0.124;240.71;10.6;0;0;0
1/1/2007;1:47:00;2.552;0.124;240.74;10.6;0;0;0
1/1/2007;1:48:00;2.55;0.124;240.66;10.6;0;0;0
1/1/2007;1:49:00;2.548;0.124;240.6;10.6;0;0;0
1/1/2007;1:50:00;2.552;0.124;240.8;10.6;0;0;0
1/1/2007;1:51:00;2.548;0.122;240.56;10.6;0;0;0
1/1/2007;1:52:00;2.502;0.048;240.89;10.4;0;0;0
1/1/2007;1:53:00;2.466;0;241.03;10.2;0;0;0
1/1/2007;1:54:00;2.48;0;241.77;10.2;0;0;0
1/1/2007;1:55:00;2.474;0;241.46;10.2;0;0;0
1/1/2007;1:56:00;2.47;0;241.28;10.2;0;0;0
1/1/2007;1:57:00;2.464;0;240.93;10.2;0;0;0
1/1/2007;1:58:00;2.45;0;240.24;10.2;0;0;0
1/1/2007;1:59:00;2.496;0;239.61;10.4;0;0;0
1/1/2007;2:00:00;2.504;0.088;239.26;10.4;0;0;0
1/1/2007;2:01:00;2.54;0.096;241.07;10.4;0;0;0
1/1/2007;2:02:00;2.568;0.102;242.48;10.6;0;0;0
1/1/2007;2:03:00;2.566;0.102;242.42;10.6;0;0;0
1/1/2007;2:04:00;2.574;0.106;242.95;10.6;0;0;0
1/1/2007;2:05:00;2.582;0.108;243.38;10.6;0;0;0
1/1/2007;2:06:00;2.576;0.106;243.17;10.6;0;0;0
1/1/2007;2:07:00;2.556;0.082;242.89;10.4;0;0;0
1/1/2007;2:08:00;2.502;0;242.94;10.2;0;0;0
1/1/2007;2:09:00;2.514;0;243.57;10.2;0;0;0
1/1/2007;2:10:00;2.508;0;243.28;10.2;0;0;0
1/1/2007;2:11:00;2.52;0;243.91;10.2;0;0;0
1/1/2007;2:12:00;2.518;0;243.76;10.2;0;0;0
1/1/2007;2:13:00;2.518;0;243.81;10.2;0;0;0
1/1/2007;2:14:00;2.514;0;243.57;10.2;0;0;0
1/1/2007;2:15:00;2.54;0;243.32;10.4;0;0;0
1/1/2007;2:16:00;2.608;0.134;242.76;10.6;0;0;0
1/1/2007;2:17:00;2.622;0.14;243.66;10.6;0;0;0
1/1/2007;2:18:00;2.618;0.138;243.64;10.6;0;0;0
1/1/2007;2:19:00;2.618;0.138;243.72;10.6;0;0;0
1/1/2007;2:20:00;2.624;0.142;244.15;10.6;0;0;0
1/1/2007;2:21:00;2.632;0.144;244.6;10.6;0;0;0
1/1/2007;2:22:00;2.63;0.144;244.5;10.6;0;0;0
1/1/2007;2:23:00;2.622;0.142;244.22;10.6;0;0;0
1/1/2007;2:24:00;2.614;0.14;243.88;10.6;0;0;0
1/1/2007;2:25:00;2.596;0.136;242.97;10.6;0;0;0
1/1/2007;2:26:00;2.598;0.136;243.07;10.6;0;0;0
1/1/2007;2:27:00;2.584;0.132;242.45;10.6;0;0;0
1/1/2007;2:28:00;2.592;0.134;242.84;10.6;0;0;0
1/1/2007;2:29:00;2.568;0.086;243.33;10.4;0;0;0
1/1/2007;2:30:00;2.514;0;243.63;10.2;0;0;0
1/1/2007;2:31:00;2.518;0;243.79;10.2;0;0;0
1/1/2007;2:32:00;2.518;0;243.81;10.2;0;0;0
1/1/2007;2:33:00;2.522;0;244;10.2;0;0;0
1/1/2007;2:34:00;2.532;0;244.5;10.2;0;0;0
1/1/2007;2:35:00;2.542;0;244.99;10.2;0;0;0
1/1/2007;2:36:00;2.532;0;244.47;10.2;0;0;0
1/1/2007;2:37:00;2.504;0;242.98;10.2;0;0;0
1/1/2007;2:38:00;2.498;0;242.78;10.2;0;0;0
1/1/2007;2:39:00;2.5;0;242.86;10.2;0;0;0
1/1/2007;2:40:00;2.57;0.084;242.49;10.6;0;0;0
1/1/2007;2:41:00;2.568;0.104;242.6;10.6;0;0;0
1/1/2007;2:42:00;2.576;0.104;242.96;10.6;0;0;0
1/1/2007;2:43:00;2.574;0.104;242.85;10.6;0;0;0
1/1/2007;2:44:00;2.614;0.15;242.46;10.8;0;0;0
1/1/2007;2:45:00;2.654;0.23;242.87;10.8;0;1;0
1/1/2007;2:46:00;2.67;0.234;243.73;11;0;1;0
1/1/2007;2:47:00;2.666;0.236;243.71;11;0;2;0
1/1/2007;2:48:00;2.624;0.18;243.2;10.8;0;1;0
1/1/2007;2:49:00;2.58;0.122;242.69;10.6;0;2;0
1/1/2007;2:50:00;2.586;0.124;243.02;10.6;0;1;0
1/1/2007;2:51:00;2.592;0.126;243.29;10.6;0;1;0
1/1/2007;2:52:00;2.588;0.124;243.1;10.6;0;2;0
1/1/2007;2:53:00;2.692;0.242;243.15;11;0;1;0
1/1/2007;2:54:00;2.696;0.264;243.15;11;0;2;0
1/1/2007;2:55:00;2.69;0.262;243.11;11;0;1;0
1/1/2007;2:56:00;2.694;0.264;243.46;11;0;1;0
1/1/2007;2:57:00;2.68;0.26;242.82;11;0;2;0
1/1/2007;2:58:00;2.666;0.256;242.23;11;0;1;0
1/1/2007;2:59:00;2.654;0.254;241.74;11;0;1;0
1/1/2007;3:00:00;2.648;0.254;241.63;11;0;2;0
1/1/2007;3:01:00;2.666;0.26;242.65;11;0;1;0
1/1/2007;3:02:00;2.672;0.262;242.96;11;0;1;0
1/1/2007;3:03:00;2.67;0.262;242.97;11;0;1;0
1/1/2007;3:04:00;2.672;0.262;243.18;11;0;2;0
1/1/2007;3:05:00;2.666;0.262;242.91;11;0;1;0
1/1/2007;3:06:00;2.662;0.246;243.29;11;0;1;0
1/1/2007;3:07:00;2.58;0.126;243.28;10.6;0;1;0
1/1/2007;3:08:00;2.57;0.122;242.8;10.6;0;2;0
1/1/2007;3:09:00;2.57;0.122;242.81;10.6;0;1;0
1/1/2007;3:10:00;2.568;0.122;242.72;10.6;0;1;0
1/1/2007;3:11:00;2.58;0.126;243.34;10.6;0;1;0
1/1/2007;3:12:00;2.558;0.07;243.87;10.4;0;1;0
1/1/2007;3:13:00;2.522;0;244.02;10.2;0;0;0
1/1/2007;3:14:00;2.52;0;243.85;10.2;0;0;0
1/1/2007;3:15:00;2.506;0;243.2;10.2;0;0;0
1/1/2007;3:16:00;2.532;0;242.76;10.4;0;0;0
1/1/2007;3:17:00;2.55;0;242.82;10.4;0;0;0
1/1/2007;3:18:00;2.54;0;243.04;10.4;0;0;0
1/1/2007;3:19:00;2.764;0;242.39;11.4;0;0;0
1/1/2007;3:20:00;2.7;0;243;11;0;0;0
1/1/2007;3:21:00;2.8;0.114;243.66;11.4;0;0;0
1/1/2007;3:22:00;2.54;0.118;244.16;10.4;0;0;0
1/1/2007;3:23:00;2.548;0.12;244.56;10.4;0;0;0
1/1/2007;3:24:00;2.554;0.122;244.86;10.4;0;0;0
1/1/2007;3:25:00;2.558;0.122;245.07;10.4;0;0;0
1/1/2007;3:26:00;2.542;0.12;244.39;10.4;0;0;0
1/1/2007;3:27:00;2.536;0.118;244.06;10.4;0;0;0
1/1/2007;3:28:00;2.534;0.118;244.01;10.4;0;0;0
1/1/2007;3:29:00;2.468;0;243.43;10;0;0;0
1/1/2007;3:30:00;2.522;0.088;243.08;10.4;0;0;0
1/1/2007;3:31:00;2.556;0.144;243.12;10.4;0;0;0
1/1/2007;3:32:00;2.536;0.14;242.36;10.4;0;0;0
1/1/2007;3:33:00;2.532;0.14;242.17;10.4;0;0;0
1/1/2007;3:34:00;2.536;0.142;242.55;10.4;0;0;0
1/1/2007;3:35:00;2.534;0.142;242.57;10.4;0;0;0
1/1/2007;3:36:00;2.538;0.144;242.78;10.4;0;0;0
1/1/2007;3:37:00;2.538;0.144;242.89;10.4;0;0;0
1/1/2007;3:38:00;2.54;0.144;243;10.4;0;0;0
1/1/2007;3:39:00;2.54;0.144;243.07;10.4;0;0;0
1/1/2007;3:40:00;2.546;0.146;243.43;10.4;0;0;0
1/1/2007;3:41:00;2.55;0.148;243.66;10.4;0;0;0
1/1/2007;3:42:00;2.542;0.146;243.25;10.4;0;0;0
1/1/2007;3:43:00;2.544;0.146;243.39;10.4;0;0;0
1/1/2007;3:44:00;2.466;0;243.8;10;0;0;0
1/1/2007;3:45:00;2.45;0;243.29;10;0;0;0
1/1/2007;3:46:00;2.446;0;243.18;10;0;0;0
1/1/2007;3:47:00;2.456;0;243.63;10;0;0;0
1/1/2007;3:48:00;2.46;0;243.77;10;0;0;0
1/1/2007;3:49:00;2.448;0;243.18;10;0;0;0
1/1/2007;3:50:00;2.458;0;243.66;10;0;0;0
1/1/2007;3:51:00;2.456;0;243.61;10;0;0;0
1/1/2007;3:52:00;2.452;0;243.44;10;0;0;0
1/1/2007;3:53:00;2.448;0;243.18;10;0;0;0
1/1/2007;3:54:00;2.45;0;243.18;10;0;0;0
1/1/2007;3:55:00;2.45;0;243.21;10;0;0;0
1/1/2007;3:56:00;2.456;0;243.49;10;0;0;0
1/1/2007;3:57:00;2.43;0;243.19;10;0;0;0
1/1/2007;3:58:00;2.42;0;242.99;9.8;0;0;0
1/1/2007;3:59:00;2.404;0;242.13;9.8;0;0;0
1/1/2007;4:00:00;2.4;0;241.96;9.8;0;0;0
1/1/2007;4:01:00;2.416;0;241.47;10;0;0;0
1/1/2007;4:02:00;2.476;0.102;241.91;10.2;0;0;0
1/1/2007;4:03:00;2.474;0.102;241.91;10.2;0;0;0
1/1/2007;4:04:00;2.482;0.104;242.2;10.2;0;0;0
1/1/2007;4:05:00;2.484;0.104;242.38;10.2;0;0;0
1/1/2007;4:06:00;2.474;0.102;241.96;10.2;0;0;0
1/1/2007;4:07:00;2.474;0.102;242;10.2;0;0;0
1/1/2007;4:08:00;2.58;0.232;241.31;10.6;0;0;0
1/1/2007;4:09:00;2.574;0.224;242.23;10.6;0;0;0
1/1/2007;4:10:00;2.518;0.136;242.68;10.4;0;0;0
1/1/2007;4:11:00;2.522;0.138;242.99;10.4;0;0;0
1/1/2007;4:12:00;2.498;0.132;241.8;10.2;0;0;0
1/1/2007;4:13:00;2.496;0.132;241.82;10.2;0;0;0
1/1/2007;4:14:00;2.496;0.132;241.89;10.2;0;0;0
1/1/2007;4:15:00;2.486;0.13;241.44;10.2;0;0;0
1/1/2007;4:16:00;2.488;0.13;241.57;10.2;0;0;0
1/1/2007;4:17:00;2.48;0.128;241.15;10.2;0;0;0
1/1/2007;4:18:00;2.488;0.132;241.67;10.2;0;0;0
1/1/2007;4:19:00;2.49;0.132;241.78;10.2;0;0;0
1/1/2007;4:20:00;2.484;0.13;241.53;10.2;0;0;0
1/1/2007;4:21:00;2.464;0.104;241.34;10.2;0;0;0
1/1/2007;4:22:00;2.398;0;241.79;9.8;0;0;0
1/1/2007;4:23:00;2.392;0;241.48;9.8;0;0;0
1/1/2007;4:24:00;2.406;0;242.25;9.8;0;0;0
1/1/2007;4:25:00;2.398;0;241.76;9.8;0;0;0
1/1/2007;4:26:00;2.398;0;241.83;9.8;0;0;0
1/1/2007;4:27:00;2.398;0;240.61;9.8;0;0;0
1/1/2007;4:28:00;2.402;0;240.97;9.8;0;0;0
1/1/2007;4:29:00;2.406;0;242;9.8;0;0;0
1/1/2007;4:30:00;2.412;0;242.56;9.8;0;0;0
1/1/2007;4:31:00;2.42;0;243.02;9.8;0;0;0
1/1/2007;4:32:00;2.418;0;242.87;9.8;0;0;0
1/1/2007;4:33:00;2.422;0;243.13;9.8;0;0;0
1/1/2007;4:34:00;2.418;0;242.87;9.8;0;0;0
1/1/2007;4:35:00;2.416;0;242.76;9.8;0;0;0
1/1/2007;4:36:00;2.42;0;243.04;9.8;0;0;0
1/1/2007;4:37:00;2.424;0;243.24;9.8;0;0;0
1/1/2007;4:38:00;2.43;0;243.5;9.8;0;0;0
1/1/2007;4:39:00;2.434;0;243.81;10;0;0;0
1/1/2007;4:40:00;2.436;0;243.83;10;0;0;0
1/1/2007;4:41:00;2.43;0;243.59;9.8;0;0;0
1/1/2007;4:42:00;2.468;0;243.21;10;0;0;0
1/1/2007;4:43:00;2.516;0.112;244.19;10.2;0;0;0
1/1/2007;4:44:00;2.508;0.11;243.81;10.2;0;0;0
1/1/2007;4:45:00;2.548;0.158;243.09;10.4;0;0;0
1/1/2007;4:46:00;2.6;0.244;242.9;10.6;0;0;0
1/1/2007;4:47:00;2.592;0.242;242.73;10.6;0;0;0
1/1/2007;4:48:00;2.598;0.246;243.21;10.6;0;0;0
1/1/2007;4:49:00;2.58;0.24;242.48;10.6;0;0;0
1/1/2007;4:50:00;2.55;0.204;242.25;10.4;0;0;0
1/1/2007;4:51:00;2.508;0.136;242.51;10.2;0;0;0
1/1/2007;4:52:00;2.516;0.138;242.99;10.2;0;0;0
1/1/2007;4:53:00;2.512;0.138;242.83;10.2;0;0;0
1/1/2007;4:54:00;2.508;0.136;242.71;10.2;0;0;0
1/1/2007;4:55:00;2.508;0.138;242.72;10.2;0;0;0
1/1/2007;4:56:00;2.51;0.138;242.89;10.2;0;0;0
1/1/2007;4:57:00;2.516;0.14;243.2;10.2;0;0;0
1/1/2007;4:58:00;2.524;0.142;243.69;10.2;0;0;0
1/1/2007;4:59:00;2.46;0;244.06;10;0;0;0
1/1/2007;5:00:00;2.436;0;243.85;10;0;0;0
1/1/2007;5:01:00;2.434;0;243.71;10;0;0;0
1/1/2007;5:02:00;2.432;0;243.68;10;0;0;0
1/1/2007;5:03:00;2.442;0;244.13;10;0;0;0
1/1/2007;5:04:00;2.442;0;244.16;10;0;0;0
1/1/2007;5:05:00;2.418;0;242.9;9.8;0;0;0
1/1/2007;5:06:00;2.428;0;243.39;9.8;0;0;0
1/1/2007;5:07:00;2.42;0;243.03;9.8;0;0;0
1/1/2007;5:08:00;2.426;0;243.27;9.8;0;0;0
1/1/2007;5:09:00;2.488;0.074;243.39;10.2;0;0;0
1/1/2007;5:10:00;2.508;0.128;243.37;10.2;0;1;0
1/1/2007;5:11:00;2.52;0.132;244.06;10.2;0;1;0
1/1/2007;5:12:00;2.524;0.132;244.26;10.2;0;2;0
1/1/2007;5:13:00;2.524;0.132;244.17;10.2;0;1;0
1/1/2007;5:14:00;2.524;0.132;244.12;10.2;0;1;0
1/1/2007;5:15:00;2.506;0.126;243.18;10.2;0;2;0
1/1/2007;5:16:00;2.496;0.124;242.67;10.2;0;1;0
1/1/2007;5:17:00;2.482;0.12;241.97;10.2;0;2;0
1/1/2007;5:18:00;2.484;0.12;242.02;10.2;0;1;0
1/1/2007;5:19:00;2.48;0.12;241.85;10.2;0;1;0
1/1/2007;5:20:00;2.496;0.124;242.81;10.2;0;2;0
1/1/2007;5:21:00;2.488;0.122;242.38;10.2;0;1;0
1/1/2007;5:22:00;2.484;0.12;242.17;10.2;0;2;0
1/1/2007;5:23:00;2.616;0.256;242.06;10.8;0;1;0
1/1/2007;5:24:00;2.652;0.358;241.6;11;0;1;0
1/1/2007;5:25:00;2.646;0.358;241.57;11;0;1;0
1/1/2007;5:26:00;2.646;0.358;241.64;11;0;2;0
1/1/2007;5:27:00;2.652;0.362;242.02;11;0;1;0
1/1/2007;5:28:00;2.654;0.364;242.37;11;0;1;0
1/1/2007;5:29:00;2.65;0.364;242.4;11;0;2;0
1/1/2007;5:30:00;2.644;0.364;242.28;11;0;1;0
1/1/2007;5:31:00;2.646;0.36;242.68;11;0;1;0
1/1/2007;5:32:00;2.572;0.258;242.32;10.6;0;1;0
1/1/2007;5:33:00;2.584;0.264;242.96;10.6;0;1;0
1/1/2007;5:34:00;2.58;0.262;242.86;10.6;0;2;0
1/1/2007;5:35:00;2.564;0.256;241.98;10.6;0;1;0
1/1/2007;5:36:00;2.526;0.21;241.66;10.4;0;1;0
1/1/2007;5:37:00;2.398;0;241.38;9.8;0;0;0
1/1/2007;5:38:00;2.376;0;240.61;9.8;0;0;0
1/1/2007;5:39:00;2.38;0;240.82;9.8;0;0;0
1/1/2007;5:40:00;2.39;0;241.41;9.8;0;0;0
1/1/2007;5:41:00;2.392;0;241.51;9.8;0;0;0
1/1/2007;5:42:00;2.396;0;241.73;9.8;0;0;0
1/1/2007;5:43:00;2.416;0;242.75;9.8;0;0;0
1/1/2007;5:44:00;2.408;0;242.3;9.8;0;0;0
1/1/2007;5:45:00;2.4;0;241.91;9.8;0;0;0
1/1/2007;5:46:00;2.398;0;241.82;9.8;0;0;0
1/1/2007;5:47:00;2.396;0;241.7;9.8;0;0;0
1/1/2007;5:48:00;2.4;0;241.88;9.8;0;0;0
1/1/2007;5:49:00;2.422;0;243.07;9.8;0;0;0
1/1/2007;5:50:00;2.422;0;243.11;9.8;0;0;0
1/1/2007;5:51:00;2.416;0;242.78;9.8;0;0;0
1/1/2007;5:52:00;2.4;0;241.9;9.8;0;0;0
1/1/2007;5:53:00;2.392;0;241.47;9.8;0;0;0
1/1/2007;5:54:00;2.38;0;240.89;9.8;0;0;0
1/1/2007;5:55:00;2.372;0;240.41;9.8;0;0;0
1/1/2007;5:56:00;2.372;0;240.41;9.8;0;0;0
1/1/2007;5:57:00;2.364;0;239.97;9.8;0;0;0
1/1/2007;5:58:00;2.38;0;240.84;9.8;0;0;0
1/1/2007;5:59:00;2.39;0;241.31;9.8;0;0;0
1/1/2007;6:00:00;2.46;0.064;241.13;10.2;0;0;0
1/1/2007;6:01:00;2.502;0.13;241.26;10.4;0;0;0
1/1/2007;6:02:00;2.496;0.128;241.14;10.2;0;0;0
1/1/2007;6:03:00;2.49;0.128;240.98;10.2;0;0;0
1/1/2007;6:04:00;2.482;0.126;240.68;10.2;0;0;0
1/1/2007;6:05:00;2.538;0.19;240.25;10.6;0;0;0
1/1/2007;6:06:00;2.544;0.228;240.22;10.6;0;0;0
1/1/2007;6:07:00;2.546;0.228;240.36;10.6;0;0;0
1/1/2007;6:08:00;2.55;0.23;240.63;10.6;0;0;0
1/1/2007;6:09:00;2.548;0.23;240.65;10.6;0;0;0
1/1/2007;6:10:00;2.544;0.23;240.67;10.6;0;0;0
1/1/2007;6:11:00;2.548;0.232;240.9;10.6;0;0;0
1/1/2007;6:12:00;2.546;0.23;240.8;10.6;0;0;0
1/1/2007;6:13:00;2.508;0.182;240.65;10.4;0;0;0
1/1/2007;6:14:00;2.382;0;240.53;9.8;0;0;0
1/1/2007;6:15:00;2.374;0;240.24;9.8;0;0;0
1/1/2007;6:16:00;2.378;0;240.48;9.8;0;0;0
1/1/2007;6:17:00;2.378;0;240.52;9.8;0;0;0
1/1/2007;6:18:00;2.392;0;241.32;9.8;0;0;0
1/1/2007;6:19:00;2.41;0;242.29;9.8;0;0;0
1/1/2007;6:20:00;2.404;0;241.99;9.8;0;0;0
1/1/2007;6:21:00;2.402;0;241.85;9.8;0;0;0
1/1/2007;6:22:00;2.4;0;241.69;9.8;0;0;0
1/1/2007;6:23:00;2.392;0;241.24;9.8;0;0;0
1/1/2007;6:24:00;2.394;0;241.41;9.8;0;0;0
1/1/2007;6:25:00;2.378;0;240.52;9.8;0;0;0
1/1/2007;6:26:00;2.384;0;240.93;9.8;0;0;0
1/1/2007;6:27:00;2.388;0;241.08;9.8;0;0;0
1/1/2007;6:28:00;2.392;0;241.33;9.8;0;0;0
1/1/2007;6:29:00;2.392;0;241.31;9.8;0;0;0
1/1/2007;6:30:00;2.402;0;241.87;9.8;0;0;0
1/1/2007;6:31:00;2.404;0;241.98;9.8;0;0;0
1/1/2007;6:32:00;2.406;0;242.15;9.8;0;0;0
1/1/2007;6:33:00;2.4;0;241.82;9.8;0;0;0
1/1/2007;6:34:00;2.406;0;242.03;9.8;0;0;0
1/1/2007;6:35:00;2.408;0;242.18;9.8;0;0;0
1/1/2007;6:36:00;2.392;0;241.29;9.8;0;0;0
1/1/2007;6:37:00;2.406;0;241.05;10;0;0;0
1/1/2007;6:38:00;2.48;0.122;240.22;10.2;0;0;0
1/1/2007;6:39:00;2.474;0.122;240.17;10.2;0;0;0
1/1/2007;6:40:00;2.484;0.124;240.83;10.2;0;0;0
1/1/2007;6:41:00;2.49;0.128;241.19;10.2;0;0;0
1/1/2007;6:42:00;2.498;0.13;241.68;10.2;0;0;0
1/1/2007;6:43:00;2.502;0.132;242.04;10.2;0;0;0
1/1/2007;6:44:00;2.51;0.134;242.48;10.2;0;0;0
1/1/2007;6:45:00;2.5;0.132;242.08;10.2;0;0;0
1/1/2007;6:46:00;2.492;0.13;241.67;10.2;0;0;0
1/1/2007;6:47:00;2.56;0.224;240.64;10.6;0;0;0
1/1/2007;6:48:00;2.538;0.226;240.24;10.6;0;0;0
1/1/2007;6:49:00;2.534;0.224;240.07;10.6;0;0;0
